(0) Datum;(1) Zeit;(2) Qb-Durchflussrate [m3/h];(3) vavg-Gasgeschwindigkeit Mittelwert [m/s];(4) cavg-Schallgeschwindigkeit Mittelwert [m/s];(5) Vb1-Betriebsvolumen Fr1 [m3];(6) Vb2-Betriebsvolumen Fr2 [m3];(7) VbS1-Betriebs-Störvolumen Fr1 [m3];(8) VbS2-Betriebs-Störvolumen Fr2 [m3];(9) pm-Druck [bar];(10) tm-Temperatur [°C];(11) Reynoldszahl;(12) Asymmetrie;(13) Querfluss;(14) Drall [m/s];(15) Pfad 1/FR1/Laufzeit[ns];(16) Pfad 1/FR2/Laufzeit[ns];(17) Pfad 1/Gasgeschwindigkeit[m/s];(18) Pfad 1/Schallgeschwindigkeit;(19) Pfad 1/Fehler [%];(20) Pfad 1/FR1/Verstörkung[dB];(21) Pfad 1/FR2/Verstörkung[dB];(22) Pfad 1/FR1/Signal-Rausch-Verhältnis;(23) Pfad 1/FR2/Signal-Rausch-Verhältnis;(24) Pfad 1/FR1/RMS[dB];(25) Pfad 1/FR2/RMS[dB];(26) Pfad 2/FR1/Laufzeit[ns];(27) Pfad 2/FR2/Laufzeit[ns];(28) Pfad 2/Gasgeschwindigkeit[m/s];(29) Pfad 2/Schallgeschwindigkeit;(30) Pfad 2/Fehler [%];(31) Pfad 2/FR1/Verstärkung[dB];(32) Pfad 2/FR2/Verstärkung[dB];(33) Pfad 2/FR1/Signal-Rausch-Verhältnis;(34) Pfad 2/FR2/Signal-Rausch-Verhältnis;(35) Pfad 2/FR1/RMS[dB];(36) Pfad 2/FR2/RMS[dB];(37) Pfad 3/FR1/Laufzeit[ns];(38) Pfad 3/FR2/Laufzeit[ns];(39) Pfad 3/Gasgeschwindigkeit[m/s];(40) Pfad 3/Schallgeschwindigkeit;(41) Pfad 3/Fehler [%];(42) Pfad 3/FR1/Verstärkung[dB];(43) Pfad 3/FR2/Verstärkung[dB];(44) Pfad 3/FR1/Signal-Rausch-Verhältnis;(45) Pfad 3/FR2/Signal-Rausch-Verhältnis;(46) Pfad 3/FR1/RMS[dB];(47) Pfad 3/FR2/RMS[dB];(48) Pfad 4/FR1/Laufzeit[ns];(49) Pfad 4/FR2/Laufzeit[ns];(50) Pfad 4/Gasgeschwindigkeit[m/s];(51) Pfad 4/Schallgeschwindigkeit;(52) Pfad 4/Fehler [%];(53) Pfad 4/FR1/Verstärkung[dB];(54) Pfad 4/FR2/Verstärkung[dB];(55) Pfad 4/FR1/Signal-Rausch-Verhältnis;(56) Pfad 4/FR2/Signal-Rausch-Verhältnis;(57) Pfad 4/FR1/RMS[dB];(58) Pfad 4/FR2/RMS[dB];(59) Pfad 5/FR1/Laufzeit[ns];(60) Pfad 5/FR2/Laufzeit[ns];(61) Pfad 5/Gasgeschwindigkeit[m/s];(62) Pfad 5/Schallgeschwindigkeit;(63) Pfad 5/Fehler [%];(64) Pfad 5/FR1/Verstärkung[dB];(65) Pfad 5/FR2/Verstärkung[dB];(66) Pfad 5/FR1/Signal-Rausch-Verhältnis;(67) Pfad 5/FR2/Signal-Rausch-Verhältnis;(68) Pfad 5/FR1/RMS[dB];(69) Pfad 5/FR2/RMS[dB];(70) Pfad 6/FR1/Laufzeit[ns];(71) Pfad 6/FR2/Laufzeit[ns];(72) Pfad 6/Gasgeschwindigkeit[m/s];(73) Pfad 6/Schallgeschwindigkeit;(74) Pfad 6/Fehler [%];(75) Pfad 6/FR1/Verstärkung[dB];(76) Pfad 6/FR2/Verstärkung[dB];(77) Pfad 6/FR1/Signal-Rausch-Verhältnis;(78) Pfad 6/FR2/Signal-Rausch-Verhältnis;(79) Pfad 6/FR1/RMS[dB];(80) Pfad 6/FR2/RMS[dB];(81) Pulsrate Pulsausgang 1 [Hz];(82) Pulsrate Pulsausgang 2 [Hz];(83) Vo1-Original Volumen Fr1 [m3];(84) Vo2-Original Volumen Fr2 [m3]
15.10.2024;10:06:22;597,32;5,13;407,73;1988,99;0;0;36,07;46,2877;19,67;2991736;2,6508;0,5626;-1,1336;474335;480383;5,438;407,7;0;5,0781;5,8594;89;89;59;61;584650;592616;5,642;407,75;0;5,8594;6,6406;86;87;58;60;474887;480206;4,651;407,76;0;5,0781;5,0781;82;82;59;58;474192;479756;4,824;407,72;0;5,0781;5,8594;83;83;58;60;585115;592765;5,473;407,7;0;7,4219;6,6406;86;86;59;58;474613;480695;5,346;407,75;0;5,8594;5,8594;87;89;58;61;238,69;238,675;1988,99;36,07
15.10.2024;10:06:23;598,43;5,1395;407,75;1989,15;0;0;36,07;46,2877;19,67;3004652;2,7331;-0,0772;-0,8193;474287;480293;5,248;407,76;0;5,0781;5,8594;88;89;57;59;584628;592532;5,645;407,78;0;5,8594;6,6406;86;87;58;60;474865;480215;4,64;407,76;0;5,0781;5,0781;82;82;60;57;474194;479692;4,901;407,75;0;5,0781;5,8594;84;82;56;59;585104;592639;5,405;407,75;0;7,4219;6,6406;86;86;58;59;474720;480588;5,239;407,74;0;5,8594;5,8594;87;89;59;62;239,75;239,765;1989,15;36,07
15.10.2024;10:06:24;594,12;5,1025;407,73;1989,32;0;0;36,07;46,2877;19,67;2977140;2,7889;0,5852;-0,9197;474225;480423;5,368;407,73;0;5,0781;5,8594;89;89;60;60;584684;592539;5,576;407,76;0;5,8594;6,6406;87;87;59;59;474898;480205;4,698;407,75;0;5,0781;5,0781;82;82;60;59;474188;479759;4,878;407,72;0;5,0781;5,8594;84;83;58;58;585168;592760;5,403;407,69;0;7,4219;6,6406;86;86;59;60;474647;480678;5,27;407,74;0;5,8594;5,8594;88;89;60;61;237,645;237,645;1989,32;36,07
15.10.2024;10:06:25;597,89;5,1349;407,72;1989,49;0;0;36,07;46,2877;19,67;2998231;2,6967;-0,2498;-1,1631;474302;480380;5,414;407,71;0;5,0781;5,8594;89;89;60;59;584699;592534;5,554;407,76;0;5,8594;6,6406;86;86;60;58;474951;480146;4,608;407,76;0;5,0781;5,0781;82;82;57;57;474277;479738;4,83;407,69;0;5,0781;5,8594;84;82;58;57;585113;592678;5,418;407,74;0;7,4219;6,6406;86;87;56;60;474678;480735;5,367;407,7;0;5,8594;5,8594;88;89;58;59;239,11;239,08;1989,49;36,07
15.10.2024;10:06:26;595,62;5,1154;407,73;1989,65;0;0;36,07;46,2877;19,66;2985095;2,123;-0,1598;-1,1163;474301;480434;5,401;407,69;0;5,0781;5,8594;89;88;58;59;584714;592555;5,564;407,75;0;5,8594;6,6406;87;87;56;62;474844;480083;4,65;407,83;0;5,0781;5,0781;82;81;60;59;474192;479821;4,845;407,69;0;5,0781;5,8594;84;83;60;60;585166;592657;5,412;407,72;0;7,4219;6,6406;86;86;58;60;474636;480714;5,383;407,73;0;5,8594;5,8594;88;88;61;58;238,215;238,215;1989,65;36,07
15.10.2024;10:06:27;596,55;5,1234;407,71;1989,82;0;0;36,07;46,2877;19,66;2993010;2,2153;-0,3014;-1,0834;474308;480374;5,359;407,71;0;5,0781;5,8594;89;89;62;58;584686;592602;5,563;407,74;0;5,8594;6,6406;87;86;59;61;474946;480247;4,623;407,71;0;5,0781;5,0781;81;82;57;59;474268;479753;4,838;407,69;0;5,0781;5,8594;84;83;57;59;585092;592765;5,401;407,71;0;7,4219;6,6406;85;86;58;57;474667;480687;5,353;407,72;0;5,8594;5,8594;88;88;58;58;238,785;238,77;1989,82;36,07
15.10.2024;10:06:28;596,39;5,122;407,71;1989,98;0;0;36,07;46,2877;19,66;2990164;1,5318;0,2633;-1,1302;474297;480480;5,363;407,67;0;5,0781;5,8594;89;89;60;58;584664;592613;5,613;407,74;0;5,8594;6,6406;86;87;58;61;474961;480176;4,634;407,74;0;5,0781;5,0781;82;82;61;59;474252;479743;4,778;407,7;0;5,0781;5,8594;84;83;55;62;585145;592718;5,437;407,71;0;7,4219;6,6406;86;86;57;58;474670;480696;5,354;407,72;0;5,8594;5,8594;88;89;61;59;238,49;238,49;1989,98;36,07
15.10.2024;10:06:29;596,54;5,1232;407,73;1990,15;0;0;36,07;46,2877;19,66;2990821;3,061;0,7787;-1,1475;474210;480443;5,454;407,73;0;5,0781;5,8594;88;89;61;59;584761;592546;5,567;407,73;0;5,8594;6,6406;86;87;59;61;474938;480154;4,639;407,76;0;5,0781;5,0781;82;81;60;57;474208;479762;4,815;407,71;0;5,0781;5,8594;84;83;57;59;585116;592666;5,399;407,74;0;7,4219;6,6406;86;86;58;56;474630;480726;5,325;407,72;0;5,8594;5,8594;87;89;60;59;238,57;238,585;1990,15;36,07
15.10.2024;10:06:30;597,18;5,1288;407,72;1990,31;0;0;36,07;46,2877;19,66;2994178;6,3448;-0,8038;-1,1475;474301;480395;5,484;407,71;0;5,0781;5,8594;88;89;58;57;584731;592587;5,555;407,73;0;5,8594;6,6406;87;87;58;60;474926;480132;4,51;407,77;0;5,0781;5,0781;82;82;57;59;474203;479818;4,958;407,69;0;5,0781;5,8594;84;83;57;56;585167;592730;5,408;407,7;0;7,4219;6,6406;86;87;60;57;474666;480590;5,309;407,77;0;5,8594;5,8594;88;88;60;61;238,815;238,815;1990,31;36,07
15.10.2024;10:06:31;595,68;5,1159;407,73;1990,48;0;0;36,07;46,2916;19,66;2987172;3,114;-0,1411;-0,9587;474286;480399;5,352;407,71;0;5,0781;5,8594;89;88;62;60;584734;592608;5,579;407,72;0;5,8594;6,6406;86;87;57;58;474888;480156;4,644;407,78;0;5,0781;5,0781;82;82;57;58;474238;479771;4,88;407,69;0;5,0781;5,8594;83;82;58;58;585087;592729;5,438;407,73;0;7,4219;6,6406;86;86;61;60;474567;480643;5,279;407,79;0;5,8594;5,8594;88;89;59;59;238,385;238,4;1990,48;36,07
15.10.2024;10:06:32;597,36;5,1304;407,71;1990,65;0;0;36,07;46,2916;19,66;2995677;2,1596;-0,0512;-1,1206;474277;480414;5,389;407,71;0;5,0781;5,8594;88;89;61;58;584702;592574;5,584;407,74;0;5,8594;6,6406;86;87;58;61;474920;480156;4,634;407,76;0;5,0781;5,0781;81;82;59;57;474261;479819;4,829;407,66;0;5,0781;5,8594;84;83;57;58;585127;592752;5,418;407,7;0;7,4219;6,6406;86;86;56;58;474635;480655;5,368;407,75;0;5,8594;5,8594;87;88;61;57;238,86;238,86;1990,65;36,07
15.10.2024;10:06:33;597,15;5,1285;407,72;1990,81;0;0;36,07;46,2877;19,66;2994583;1,8917;-1,0077;-1,0834;474273;480350;5,334;407,74;0;5,0781;5,8594;89;89;61;63;584692;592587;5,574;407,74;0;5,8594;6,6406;86;87;56;57;474960;480250;4,614;407,71;0;5,0781;5,0781;82;82;56;58;474285;479771;4,846;407,67;0;5,0781;5,8594;84;82;60;57;585100;592734;5,457;407,72;0;7,4219;6,6406;86;86;64;60;474593;480721;5,377;407,74;0;5,8594;5,8594;87;88;61;58;238,83;238,845;1990,81;36,07
15.10.2024;10:06:34;597,67;5,133;407,72;1990,98;0;0;36,07;46,2877;19,66;2996148;0,8123;-0,1916;-1,0375;474323;480410;5,345;407,69;0;5,0781;5,8594;89;89;58;57;584737;592558;5,576;407,74;0;5,8594;6,6406;86;87;58;60;474904;480239;4,705;407,74;0;5,0781;5,0781;82;81;59;61;474210;479786;4,832;407,7;0;5,0781;5,8594;83;83;61;56;585125;592668;5,434;407,73;0;7,4219;6,6406;86;86;61;55;474651;480726;5,39;407,72;0;5,8594;5,8594;87;88;59;58;238,985;238,985;1990,98;36,07
15.10.2024;10:06:35;595,73;5,1164;407,72;1991,14;0;0;36,07;46,2916;19,66;2989945;3,6876;0,0129;-1,0418;474285;480379;5,389;407,72;0;5,0781;5,8594;89;89;63;56;584756;592546;5,533;407,73;0;5,8594;6,6406;86;87;60;58;474911;480147;4,605;407,77;0;5,0781;5,0781;82;82;61;58;474247;479760;4,874;407,69;0;5,0781;5,8594;83;83;58;59;585150;592700;5,358;407,71;0;7,4219;6,6406;85;86;58;56;474620;480715;5,293;407,73;0;5,8594;5,8594;88;89;59;60;238,63;238,645;1991,14;36,07
15.10.2024;10:06:36;594,51;5,1059;407,72;1991,31;0;0;36,07;46,2916;19,66;2980093;0,9057;0,3863;-1,0453;474333;480443;5,35;407,67;0;5,0781;5,8594;88;89;58;61;584760;592548;5,542;407,73;0;5,8594;6,6406;87;87;58;57;474856;480256;4,701;407,75;0;5,0781;5,0781;82;82;57;59;474240;479703;4,788;407,72;0;5,0781;5,8594;84;83;58;60;585151;592702;5,399;407,71;0;7,4219;6,6406;86;86;59;58;474609;480697;5,346;407,75;0;5,8594;5,8594;87;89;61;58;237,705;237,69;1991,31;36,07
15.10.2024;10:06:37;596,03;5,1189;407,72;1991,54;0;0;36,07;46,2877;19,66;2989288;1,0975;-0,5886;-1,157;474254;480451;5,358;407,71;0;5,0781;5,8594;88;89;61;60;584678;592570;5,544;407,75;0;5,8594;6,6406;87;87;59;58;474953;480212;4,635;407,73;0;5,0781;5,0781;82;81;57;56;474207;479775;4,775;407,71;0;5,0781;5,8594;84;83;55;59;585100;592714;5,466;407,73;0;7,4219;6,6406;86;86;59;61;474674;480711;5,388;407,71;0;5,8594;5,8594;87;88;58;60;238,43;238,43;1991,54;36,07
15.10.2024;10:06:38;598,66;5,1415;407,72;1991,71;0;0;36,07;46,2877;19,66;2999578;3,9338;-0,1274;-1,0687;474281;480432;5,432;407,7;0;5,0781;5,8594;89;89;59;59;584690;592598;5,623;407,75;0;5,8594;6,6406;86;87;60;59;474926;480223;4,619;407,73;0;5,0781;5,0781;82;82;63;57;474211;479811;4,925;407,69;0;5,0781;5,8594;84;83;59;59;585107;592726;5,423;407,72;0;7,4219;6,6406;86;86;57;60;474595;480701;5,346;407,75;0;5,8594;5,8594;87;89;56;62;239,14;239,11;1991,71;36,07
15.10.2024;10:06:39;600;5,153;407,72;1991,87;0;0;36,07;46,2877;19,66;3009431;0,1774;-0,7764;-1,0912;474287;480380;5,343;407,72;0;5,0781;5,8594;88;89;62;61;584696;592570;5,545;407,75;0;5,8594;6,6406;87;87;60;59;474900;480190;4,704;407,76;0;5,0781;5,0781;82;82;58;58;474260;479806;4,822;407,67;0;5,0781;5,8594;84;83;58;59;585098;592731;5,449;407,72;0;7,4219;6,6406;86;86;60;59;474592;480748;5,443;407,73;0;5,8594;5,8594;87;89;60;61;240,045;240,06;1991,87;36,07
15.10.2024;10:06:40;598,72;5,142;407,72;1991,97;0;0;36,07;46,2877;19,66;3002425;1,5651;-0,9143;-1,112;474176;480454;5,381;407,74;0;5,0781;5,8594;89;89;58;61;584782;592592;5,564;407,71;0;5,8594;6,6406;87;87;59;59;474903;480147;4,66;407,78;0;5,0781;5,0781;82;82;59;60;474199;479905;4,872;407,65;0;5,0781;5,8594;84;82;59;58;585150;592697;5,442;407,72;0;7,4219;6,6406;85;87;57;63;474628;480663;5,435;407,75;0;5,8594;5,8594;88;88;61;61;239,625;239,625;1991,97;36,07
15.10.2024;10:06:41;597,61;5,1325;407,72;1992,2;0;0;36,07;46,2877;19,66;2999214;2,2386;-0,3843;-1,047;474277;480417;5,387;407,71;0;5,0781;5,8594;89;89;61;58;584708;592524;5,494;407,76;0;5,8594;6,6406;86;87;58;60;474897;480232;4,67;407,74;0;5,0781;5,0781;82;82;58;59;474240;479819;4,889;407,67;0;5,0781;5,8594;84;83;59;60;585193;592723;5,341;407,69;0;7,4219;6,6406;86;86;56;59;474674;480654;5,381;407,74;0;5,8594;5,8594;88;89;63;60;239,33;239,36;1992,2;36,07
15.10.2024;10:06:42;596,51;5,123;407,72;1992,37;0;0;36,07;46,2877;19,66;2989507;4,9296;0,2306;-0,9292;474289;480480;5,414;407,68;0;5,0781;5,8594;88;89;56;61;584673;592584;5,599;407,75;0;5,8594;6,6406;86;86;58;63;474950;480111;4,634;407,77;0;5,0781;5,0781;82;82;60;60;474195;479861;4,952;407,67;0;5,0781;5,8594;83;83;59;59;585139;592675;5,414;407,73;0;7,4219;6,6406;86;86;58;59;474658;480680;5,245;407,73;0;5,8594;5,8594;88;89;60;55;238,445;238,445;1992,37;36,07
15.10.2024;10:06:43;598,49;5,14;407,72;1992,54;0;0;36,07;46,2877;19,66;3000600;2,4308;-1,3527;-1,105;474282;480385;5,372;407,72;0;5,0781;5,8594;89;89;57;56;584748;592523;5,549;407,74;0;5,8594;6,6406;87;87;58;58;474935;480184;4,612;407,75;0;5,0781;5,0781;82;82;59;57;474242;479786;4,91;407,69;0;5,0781;5,8594;84;83;63;62;585141;592706;5,41;407,72;0;7,4219;6,6406;86;86;59;60;474632;480774;5,426;407,7;0;5,8594;5,8594;87;88;58;58;239,265;239,25;1992,54;36,07
15.10.2024;10:06:44;596,16;5,12;407,71;1992,7;0;0;36,07;46,2877;19,66;2990748;2,8718;-0,3142;-1,0912;474325;480441;5,393;407,68;0;5,0781;5,8594;89;89;57;59;584795;592605;5,535;407,7;0;5,8594;6,6406;86;87;57;60;474985;480187;4,62;407,72;0;5,0781;5,0781;82;82;58;57;474163;479727;4,852;407,75;0;5,0781;5,8594;84;83;62;58;585116;592731;5,406;407,72;0;7,4219;6,6406;86;87;58;60;474726;480678;5,339;407,7;0;5,8594;5,8594;88;89;60;58;238,675;238,69;1992,7;36,07
15.10.2024;10:06:45;594,99;5,11;407,72;1992,87;0;0;36,07;46,2877;19,66;2983634;5,1352;-0,6019;-1,0747;474276;480472;5,428;407,69;0;5,0781;5,8594;89;89;60;59;584789;592554;5,54;407,72;0;5,8594;6,6406;86;87;58;61;474949;480190;4,555;407,74;0;5,0781;5,0781;82;82;59;57;474136;479820;4,911;407,72;0;5,0781;5,8594;83;83;58;57;585117;592691;5,427;407,73;0;7,4219;6,6406;86;86;57;61;474633;480607;5,279;407,77;0;5,8594;5,8594;87;88;58;60;238,015;238,03;1992,87;36,07
15.10.2024;10:06:46;595,4;5,1135;407,72;1993,03;0;0;36,07;46,2877;19,66;2987244;5,1081;-0,6491;-0,9448;474289;480385;5,36;407,72;0;5,0781;5,8594;88;89;60;58;584728;592582;5,535;407,73;0;5,8594;6,6406;86;86;61;56;474996;480122;4,564;407,75;0;5,0781;5,0781;81;82;60;60;474205;479819;4,949;407,69;0;5,0781;5,8594;84;83;56;60;585196;592664;5,367;407,71;0;7,4219;6,6406;86;87;57;61;474640;480620;5,244;407,77;0;5,8594;5,8594;87;89;58;61;238,23;238,245;1993,03;36,07
15.10.2024;10:06:47;593,55;5,0976;407,72;1993,2;0;0;36,07;46,2877;19,66;2974473;1,9204;-0,4872;-1,0566;474283;480386;5,345;407,72;0;5,0781;5,8594;89;89;59;60;584753;592580;5,54;407,72;0;5,8594;6,6406;86;87;57;60;474902;480219;4,639;407,75;0;5,0781;5,0781;82;81;58;62;474342;479703;4,845;407,68;0;5,0781;5,8594;83;83;59;57;585103;592774;5,396;407,71;0;7,4219;6,6406;86;87;58;62;474590;480737;5,359;407,74;0;5,8594;5,8594;87;88;59;55;237,265;237,265;1993,2;36,07
15.10.2024;10:06:48;596,97;5,127;407,72;1993,36;0;0;36,07;46,2877;19,65;2992314;1,4891;0,1986;-1,1042;474288;480406;5,379;407,71;0;5,0781;5,8594;88;89;58;58;584736;592569;5,598;407,74;0;5,8594;6,6406;86;86;59;60;474941;480224;4,667;407,73;0;5,0781;5,0781;82;81;58;60;474150;479802;4,776;407,72;0;5,0781;5,8594;83;83;57;60;585122;592710;5,498;407,72;0;7,4219;6,6406;86;86;58;59;474704;480634;5,339;407,73;0;5,8594;5,8594;87;88;58;57;238,57;238,57;1993,36;36,07
15.10.2024;10:06:49;597,21;5,129;407,71;1993,53;0;0;36,07;46,2877;19,65;2995161;5,224;-0,625;-0,9916;474183;480537;5,468;407,7;0;5,0781;5,8594;89;89;60;57;584774;592559;5,479;407,72;0;5,8594;6,6406;86;87;58;57;474934;480164;4,636;407,75;0;5,0781;5,0781;81;82;55;61;474162;479857;4,986;407,69;0;5,0781;5,8594;83;83;60;59;585145;592707;5,396;407,71;0;7,4219;6,6406;86;86;57;59;474629;480702;5,299;407,74;0;5,8594;5,8594;87;89;60;60;238,925;238,925;1993,53;36,07
15.10.2024;10:06:50;599,39;5,1478;407,71;1993,7;0;0;36,07;46,2877;19,65;3005817;7,182;-0,0192;-1,1752;474193;480502;5,578;407,71;0;5,0781;5,8594;88;89;57;58;584724;592568;5,522;407,73;0;5,8594;6,6406;86;87;58;57;475017;480111;4,546;407,74;0;5,0781;5,0781;82;82;59;58;474252;479905;4,973;407,63;0;5,0781;5,8594;84;83;58;59;585177;592636;5,378;407,73;0;7,4219;6,6406;86;86;59;58;474660;480675;5,298;407,73;0;5,8594;5,8594;87;88;58;60;239,625;239,625;1993,7;36,07
15.10.2024;10:06:51;596,99;5,1271;407,72;1993,86;0;0;36,07;46,2877;19,65;2993628;5,6688;-0,256;-1,1267;474297;480501;5,483;407,66;0;5,0781;5,8594;89;89;57;62;584739;592469;5,551;407,77;0;5,8594;6,6406;86;87;58;61;474999;480157;4,553;407,73;0;5,0781;5,0781;81;82;57;58;474184;479845;4,937;407,69;0;5,0781;5,8594;84;83;55;59;585111;592709;5,382;407,73;0;7,4219;6,6406;85;86;58;60;474660;480618;5,308;407,76;0;5,8594;5,8594;87;89;57;60;238,845;238,86;1993,86;36,07
15.10.2024;10:06:52;596,61;5,1239;407,72;1994,03;0;0;36,07;46,2877;19,65;2991584;3,8636;-0,8106;-0,9613;474357;480372;5,376;407,69;0;5,0781;5,8594;89;89;60;61;584735;592556;5,535;407,74;0;5,8594;6,6406;86;87;59;60;474889;480186;4,629;407,77;0;5,0781;5,0781;82;82;60;56;474235;479815;4,947;407,68;0;5,0781;5,8594;84;83;56;60;585205;592727;5,41;407,69;0;7,4219;6,6406;86;86;57;59;474639;480655;5,31;407,75;0;5,8594;5,8594;88;89;60;57;238,63;238,615;1994,03;36,07
15.10.2024;10:06:53;592,83;5,0914;407,73;1994,23;0;0;36,07;46,2877;19,65;2975819;0,2595;-0,5871;-1,1778;474272;480374;5,305;407,73;0;5,0781;5,8594;88;88;58;59;584739;592536;5,493;407,74;0;5,8594;6,6406;86;86;63;61;474951;480162;4,612;407,75;0;5,0781;5,0781;82;82;60;57;474273;479679;4,742;407,72;0;5,0781;5,8594;84;83;60;59;585128;592667;5,35;407,73;0;7,4219;6,6406;86;86;57;58;474683;480643;5,409;407,74;0;5,8594;5,8594;87;88;59;59;237,51;237,54;1994,23;36,07
15.10.2024;10:06:54;590,86;5,0745;407,73;1994,36;0;0;36,07;46,2877;19,65;2961807;3,1672;0,3556;-1,0791;474221;480431;5,378;407,73;0;5,0781;5,8594;89;89;59;60;584701;592544;5,546;407,76;0;5,8594;6,6406;87;86;58;57;474925;480181;4,599;407,75;0;5,0781;5,0781;82;82;60;58;474189;479778;4,785;407,71;0;5,0781;5,8594;84;83;57;59;585088;592741;5,431;407,72;0;7,4219;6,6406;86;86;62;60;474681;480640;5,252;407,74;0;5,8594;5,8594;87;88;57;57;236,32;236,32;1994,36;36,07
15.10.2024;10:06:55;593,32;5,0956;407,71;1994,42;0;0;36,07;46,2877;19,65;2971075;4,2814;0,1603;-1,0297;474271;480496;5,429;407,68;0;5,0781;5,8594;88;89;57;57;584751;592563;5,567;407,73;0;5,8594;6,6406;87;87;58;57;474927;480160;4,623;407,76;0;5,0781;5,0781;82;82;59;63;474182;479855;4,874;407,68;0;5,0781;5,8594;84;83;57;59;585149;592704;5,463;407,71;0;7,4219;6,6406;86;87;60;59;474681;480665;5,257;407,73;0;5,8594;5,8594;87;88;59;56;236,915;236,895;1994,42;36,07
15.10.2024;10:06:56;596,25;5,1208;407,71;1994,69;0;0;36,07;46,2877;19,65;2990198;4,0759;-0,861;-0,9163;474244;480469;5,363;407,7;0;5,0781;5,8594;88;89;58;58;584708;592577;5,55;407,74;0;5,8594;6,6406;86;87;61;58;474929;480223;4,632;407,73;0;5,0781;5,0781;82;82;58;58;474188;479830;4,953;407,69;0;5,0781;5,8594;84;83;58;58;585134;592799;5,447;407,69;0;7,4219;6,6406;86;86;59;60;474683;480681;5,28;407,72;0;5,8594;5,8594;87;89;61;58;238,585;238,585;1994,69;36,07
15.10.2024;10:06:57;599,4;5,1479;407,73;1994,85;0;0;36,07;46,2877;19,65;3005306;4,1876;0,0383;-1,0323;474288;480432;5,432;407,7;0;5,0781;5,8594;89;89;56;61;584712;592539;5,598;407,75;0;5,8594;6,6406;87;87;62;60;474965;480219;4,628;407,72;0;5,0781;5,0781;82;82;57;57;474151;479775;4,918;407,73;0;5,0781;5,8594;84;83;58;59;585195;592745;5,428;407,68;0;7,4219;6,6406;86;86;61;55;474594;480622;5,306;407,79;0;5,8594;5,8594;88;89;61;56;239,545;239,53;1994,85;36,07
15.10.2024;10:06:58;598,12;5,1369;407,71;1994,95;0;0;36,07;46,2877;19,65;3000853;2,9839;-0,3644;-1,041;474346;480427;5,39;407,67;0;5,0781;5,8594;88;89;60;57;584748;592526;5,556;407,74;0;5,8594;6,6406;86;87;59;56;474923;480226;4,64;407,73;0;5,0781;5,0781;82;82;57;57;474254;479741;4,895;407,7;0;5,0781;5,8594;84;83;63;58;585126;592720;5,401;407,72;0;7,4219;6,6406;85;85;57;59;474624;480722;5,347;407,73;0;5,8594;5,8594;87;89;59;57;239,375;239,39;1994,95;36,07
15.10.2024;10:06:59;596,4;5,1221;407,71;1995,09;0;0;36,07;46,2877;19,65;2991438;1,3689;-0,7164;-1,021;474299;480289;5,315;407,76;0;5,0781;5,8594;88;89;58;60;584691;592562;5,549;407,75;0;5,8594;6,6406;87;87;57;58;475015;480296;4,657;407,66;0;5,0781;5,0781;82;82;59;58;474248;479862;4,83;407,65;0;5,0781;5,8594;83;83;60;61;585150;592761;5,452;407,69;0;7,4219;6,6406;86;86;56;59;474660;480646;5,351;407,75;0;5,8594;5,8594;87;89;62;57;238,63;238,645;1995,09;36,07
15.10.2024;10:07:00;595,62;5,1154;407,71;1995,25;0;0;36,07;46,2877;19,65;2987059;2,8986;-0,6399;-0,9959;474331;480436;5,343;407,68;0;5,0781;5,8594;89;89;58;59;584710;592567;5,561;407,74;0;5,8594;6,6406;87;87;60;60;474918;480172;4,624;407,76;0;5,0781;5,0781;82;82;63;59;474229;479742;4,881;407,71;0;5,0781;5,8594;83;83;60;60;585183;592809;5,435;407,66;0;7,4219;6,6406;86;86;59;58;474649;480679;5,312;407,74;0;5,8594;5,8594;88;89;57;61;238,245;238,245;1995,25;36,07
15.10.2024;10:07:01;596,58;5,1236;407,72;1995,42;0;0;36,07;46,2877;19,65;2990855;3,0672;0,5715;-1,0453;474213;480443;5,419;407,73;0;5,0781;5,8594;88;89;58;59;584715;592584;5,579;407,74;0;5,8594;6,6406;86;87;59;56;474956;480227;4,663;407,72;0;5,0781;5,0781;82;82;57;56;474242;479788;4,83;407,68;0;5,0781;5,8594;84;83;59;56;585101;592706;5,461;407,73;0;7,4219;6,6406;86;86;59;58;474664;480619;5,281;407,76;0;5,8594;5,8594;88;89;57;57;238,475;238,475;1995,42;36,07
15.10.2024;10:07:02;597,61;5,1325;407,7;1995,68;0;0;36,07;46,2877;19,65;2996660;3,0539;-0,6317;-0,9699;474328;480377;5,388;407,7;0;5,0781;5,8594;88;89;59;59;584732;592554;5,511;407,73;0;5,8594;6,6406;87;87;59;57;474921;480163;4,675;407,76;0;5,0781;5,0781;82;82;57;59;474234;479844;4,938;407,66;0;5,0781;5,8594;84;82;59;59;585189;592743;5,39;407,69;0;7,4219;6,6406;86;86;60;59;474738;480689;5,345;407,69;0;5,8594;5,8594;87;88;61;59;238,94;238,94;1995,68;36,07
