(0) Datum;(1) Zeit;(2) Qb-Durchflussrate [m3/h];(3) vavg-Gasgeschwindigkeit Mittelwert [m/s];(4) cavg-Schallgeschwindigkeit Mittelwert [m/s];(5) Vb1-Betriebsvolumen Fr1 [m3];(6) Vb2-Betriebsvolumen Fr2 [m3];(7) VbS1-Betriebs-Störvolumen Fr1 [m3];(8) VbS2-Betriebs-Störvolumen Fr2 [m3];(9) pm-Druck [bar];(10) tm-Temperatur [°C];(11) Reynoldszahl;(12) Asymmetrie;(13) Querfluss;(14) Drall [m/s];(15) Pfad 1/FR1/Laufzeit[ns];(16) Pfad 1/FR2/Laufzeit[ns];(17) Pfad 1/Gasgeschwindigkeit[m/s];(18) Pfad 1/Schallgeschwindigkeit;(19) Pfad 1/Fehler [%];(20) Pfad 1/FR1/Verstörkung[dB];(21) Pfad 1/FR2/Verstörkung[dB];(22) Pfad 1/FR1/Signal-Rausch-Verhältnis;(23) Pfad 1/FR2/Signal-Rausch-Verhältnis;(24) Pfad 1/FR1/RMS[dB];(25) Pfad 1/FR2/RMS[dB];(26) Pfad 2/FR1/Laufzeit[ns];(27) Pfad 2/FR2/Laufzeit[ns];(28) Pfad 2/Gasgeschwindigkeit[m/s];(29) Pfad 2/Schallgeschwindigkeit;(30) Pfad 2/Fehler [%];(31) Pfad 2/FR1/Verstärkung[dB];(32) Pfad 2/FR2/Verstärkung[dB];(33) Pfad 2/FR1/Signal-Rausch-Verhältnis;(34) Pfad 2/FR2/Signal-Rausch-Verhältnis;(35) Pfad 2/FR1/RMS[dB];(36) Pfad 2/FR2/RMS[dB];(37) Pfad 3/FR1/Laufzeit[ns];(38) Pfad 3/FR2/Laufzeit[ns];(39) Pfad 3/Gasgeschwindigkeit[m/s];(40) Pfad 3/Schallgeschwindigkeit;(41) Pfad 3/Fehler [%];(42) Pfad 3/FR1/Verstärkung[dB];(43) Pfad 3/FR2/Verstärkung[dB];(44) Pfad 3/FR1/Signal-Rausch-Verhältnis;(45) Pfad 3/FR2/Signal-Rausch-Verhältnis;(46) Pfad 3/FR1/RMS[dB];(47) Pfad 3/FR2/RMS[dB];(48) Pfad 4/FR1/Laufzeit[ns];(49) Pfad 4/FR2/Laufzeit[ns];(50) Pfad 4/Gasgeschwindigkeit[m/s];(51) Pfad 4/Schallgeschwindigkeit;(52) Pfad 4/Fehler [%];(53) Pfad 4/FR1/Verstärkung[dB];(54) Pfad 4/FR2/Verstärkung[dB];(55) Pfad 4/FR1/Signal-Rausch-Verhältnis;(56) Pfad 4/FR2/Signal-Rausch-Verhältnis;(57) Pfad 4/FR1/RMS[dB];(58) Pfad 4/FR2/RMS[dB];(59) Pfad 5/FR1/Laufzeit[ns];(60) Pfad 5/FR2/Laufzeit[ns];(61) Pfad 5/Gasgeschwindigkeit[m/s];(62) Pfad 5/Schallgeschwindigkeit;(63) Pfad 5/Fehler [%];(64) Pfad 5/FR1/Verstärkung[dB];(65) Pfad 5/FR2/Verstärkung[dB];(66) Pfad 5/FR1/Signal-Rausch-Verhältnis;(67) Pfad 5/FR2/Signal-Rausch-Verhältnis;(68) Pfad 5/FR1/RMS[dB];(69) Pfad 5/FR2/RMS[dB];(70) Pfad 6/FR1/Laufzeit[ns];(71) Pfad 6/FR2/Laufzeit[ns];(72) Pfad 6/Gasgeschwindigkeit[m/s];(73) Pfad 6/Schallgeschwindigkeit;(74) Pfad 6/Fehler [%];(75) Pfad 6/FR1/Verstärkung[dB];(76) Pfad 6/FR2/Verstärkung[dB];(77) Pfad 6/FR1/Signal-Rausch-Verhältnis;(78) Pfad 6/FR2/Signal-Rausch-Verhältnis;(79) Pfad 6/FR1/RMS[dB];(80) Pfad 6/FR2/RMS[dB];(81) Pulsrate Pulsausgang 1 [Hz];(82) Pulsrate Pulsausgang 2 [Hz];(83) Vo1-Original Volumen Fr1 [m3];(84) Vo2-Original Volumen Fr2 [m3]
15.10.2024;09:42:22;1597,71;13,7218;407,38;1647,43;0;0;36,07;46,2406;19,26;8025164;1,6996;0,5559;-2,9142;469901;486061;14,339;407,41;0;5,0781;5,8594;89;92;61;58;579052;600226;15,013;407,3;0;5,8594;6,6406;87;89;60;59;471147;485271;12,43;407,41;0;5,0781;5,0781;83;85;55;59;470316;485003;12,768;407,36;0;5,0781;5,8594;85;85;57;55;579510;600045;14,559;407,37;0;7,4219;6,6406;87;88;60;60;470209;486321;14,224;407,46;0;5,8594;5,8594;89;90;60;58;639,33;639,33;1647,43;36,07
15.10.2024;09:42:23;1596,36;13,7101;407,4;1647,87;0;0;36,07;46,2445;19,26;8015553;1,2702;-1,0518;-2,9376;470053;486181;14,17;407,29;0;5,0781;5,8594;89;91;59;62;578903;600164;15,013;407,38;0;5,8594;6,6406;87;89;56;59;471032;484961;12,304;407,59;0;5,0781;5,0781;84;84;55;60;470164;484956;12,938;407,45;0;5,0781;5,8594;85;85;57;58;579648;600059;14,526;407,32;0;7,4219;6,6406;87;88;58;59;470129;486485;14,464;407,43;0;5,8594;5,8594;88;90;58;58;638,335;638,335;1647,87;36,07
15.10.2024;09:42:24;1592,27;13,675;407,38;1648,31;0;0;36,07;46,2328;19,26;8000612;3,3849;-0,0941;-2,9635;469755;486040;14,275;407,48;0;5,0781;5,8594;89;91;54;59;578843;600020;15,028;407,45;0;5,8594;6,6406;87;89;56;59;471234;485243;12,12;407,38;0;5,0781;5,0781;84;84;62;55;470290;484877;12,847;407,42;0;5,0781;5,8594;85;85;59;57;579755;600084;14,501;407,27;0;7,4219;6,6406;86;88;58;60;470368;486510;14,114;407,31;0;5,8594;5,8594;88;90;59;59;637,45;637,56;1648,31;36,07
15.10.2024;09:42:25;1591,12;13,6651;407,41;1648,75;0;0;36,07;46,2445;19,26;7985878;2,5692;0,0336;-2,9211;469852;486170;14,339;407,38;0;5,0781;5,8594;89;91;58;59;578900;600192;14,987;407,36;0;5,8594;6,6406;86;88;59;58;471044;484916;12,312;407,6;0;5,0781;5,0781;84;85;59;59;470290;484913;12,848;407,41;0;5,0781;5,8594;84;84;57;59;579474;600266;14,582;407,31;0;7,4219;6,6406;86;88;56;59;470220;486389;14,194;407,43;0;5,8594;5,8594;88;90;56;56;635,915;635,915;1648,75;36,07
15.10.2024;09:42:26;1597,02;13,7157;407,37;1649,2;0;0;36,07;46,2328;19,26;8017930;0,1195;-0,0792;-3,1281;469845;486279;14,228;407,34;0;5,0781;5,8594;89;91;55;60;578874;600095;15,002;407,41;0;5,8594;6,6406;87;89;56;58;471140;485327;12,406;407,39;0;5,0781;5,0781;83;83;58;57;470303;484856;12,592;407,42;0;5,0781;5,8594;85;85;55;59;579468;600168;14,695;407,35;0;7,4219;6,6406;88;87;59;58;470146;486662;14,382;407,35;0;5,8594;5,8594;89;90;56;54;638,555;638,555;1649,2;36,07
15.10.2024;09:42:27;1603,58;13,7721;407,43;1649,64;0;0;36,07;46,2288;19,26;8045146;2,4526;-0,4047;-3,3004;469588;486056;14,528;407,55;0;5,0781;5,8594;89;91;57;58;578913;600290;15,015;407,32;0;5,8594;6,6406;86;89;57;59;471084;485089;12,294;407,51;0;5,0781;5,0781;83;84;60;56;470238;485039;12,917;407,38;0;5,0781;5,8594;84;84;55;58;579562;600032;14,596;407,36;0;7,4219;6,6406;87;87;60;55;470102;486373;14,494;407,49;0;5,8594;5,8594;89;90;60;56;640,555;640,44;1649,64;36,07
15.10.2024;09:42:28;1602,11;13,7595;407,44;1650,09;0;0;36,07;46,2288;19,26;8046096;2,0869;-0,3208;-2,6726;469795;485905;14,196;407,52;0;5,0781;5,8594;89;91;55;58;578915;600204;15,071;407,36;0;5,8594;6,6406;86;89;57;60;471122;485151;12,375;407,47;0;5,0781;5,0781;82;84;57;62;470088;484930;13,002;407,49;0;5,0781;5,8594;86;84;58;58;579538;600052;14,507;407,36;0;7,4219;6,6406;87;88;55;59;470156;486376;14,267;407,46;0;5,8594;5,8594;89;90;59;59;641;641;1650,09;36,07
15.10.2024;09:42:29;1599,15;13,7341;407,43;1650,53;0;0;36,07;46,2406;19,26;8025164;3,2126;0,2486;-2,7574;469680;486258;14,428;407,43;0;5,0781;5,8594;89;91;57;57;578838;600210;15,103;407,39;0;5,8594;6,6406;86;89;59;55;470997;484998;12,408;407,59;0;5,0781;5,0781;82;83;59;58;470309;484994;13,073;407,36;0;5,0781;5,8594;84;85;58;56;579583;599957;14,525;407,38;0;7,4219;6,6406;88;88;58;59;470220;486421;14,237;407,42;0;5,8594;5,8594;89;89;57;59;639,11;639,11;1650,53;36,07
15.10.2024;09:42:30;1601,95;13,7581;407,37;1650,98;0;0;36,07;46,2328;19,26;8044381;1,9391;1,0853;-3,0882;469743;486257;14,486;407,4;0;5,0781;5,8594;89;91;58;57;579002;600197;15,076;407,33;0;5,8594;6,6406;86;88;59;57;471127;485339;12,444;407,39;0;5,0781;5,0781;83;84;57;55;470221;484977;12,745;407,41;0;5,0781;5,8594;85;85;57;55;579634;600032;14,541;407,33;0;7,4219;6,6406;87;89;58;59;470307;486419;14,269;407,38;0;5,8594;5,8594;88;90;55;59;640,775;640,775;1650,98;36,07
15.10.2024;09:42:31;1597,54;13,7203;407,38;1651,42;0;0;36,07;46,2367;19,26;8027503;1,8996;0,4705;-2,9609;469868;486150;14,346;407,39;0;5,0781;5,8594;88;91;56;58;579002;600120;14,914;407,33;0;5,8594;6,6406;86;89;61;57;471159;485199;12,384;407,43;0;5,0781;5,0781;83;83;61;58;470341;484882;12,743;407,4;0;5,0781;5,8594;85;86;57;57;579601;600114;14,506;407,32;0;7,4219;6,6406;87;87;57;59;470201;486415;14,2;407,43;0;5,8594;5,8594;88;90;58;62;639,33;639,44;1651,42;36,07
15.10.2024;09:42:32;1591,5;13,6684;407,38;1651,95;0;0;36,07;46,2288;19,26;7988702;1,2131;1,0593;-2,8423;469856;486285;14,281;407,33;0;5,0781;5,8594;88;91;58;56;578846;600064;15,028;407,44;0;5,8594;6,6406;86;89;60;61;471112;485250;12,478;407,43;0;5,0781;5,0781;82;85;60;56;470318;484955;12,752;407,38;0;5,0781;5,8594;85;85;58;58;579571;600013;14,366;407,36;0;7,4219;6,6406;86;88;60;59;470371;486479;14,231;407,32;0;5,8594;5,8594;88;89;59;62;636,24;636,24;1651,95;36,07
15.10.2024;09:42:33;1592,65;13,6783;407,34;1652,22;0;0;36,07;46,2288;19,26;7994694;2,3642;0,6416;-2,9523;469813;486143;14,357;407,41;0;5,0781;5,8594;88;91;62;58;578939;600104;15,03;407,39;0;5,8594;6,6406;86;89;56;58;471425;485205;12,339;407,31;0;5,0781;5,0781;83;85;54;57;470423;485062;12,791;407,28;0;5,0781;5,8594;85;85;55;58;579536;600049;14,487;407,36;0;7,4219;6,6406;87;89;58;58;470330;486528;14,182;407,32;0;5,8594;5,8594;88;90;57;58;636,68;636,68;1652,22;36,07
15.10.2024;09:42:34;1594,86;13,6973;407,43;1652,75;0;0;36,07;46,2484;19,26;8006304;2,0673;0,3794;-2,9705;469840;486210;14,397;407,37;0;5,0781;5,8594;88;91;57;59;578949;600206;14,996;407,35;0;5,8594;6,6406;87;89;61;59;471079;485062;12,406;407,53;0;5,0781;5,0781;83;84;56;57;470209;484800;12,857;407,49;0;5,0781;5,8594;85;85;54;57;579513;600009;14,488;407,38;0;7,4219;6,6406;87;88;59;58;470129;486314;14,296;407,5;0;5,8594;5,8594;88;90;56;58;637,34;637,34;1652,75;36,07
15.10.2024;09:42:35;1595,4;13,7019;407,43;1653,19;0;0;36,07;46,2367;19,26;8012886;3,1063;-0,3981;-3,0094;469929;486143;14,361;407,36;0;5,0781;5,8594;88;91;60;63;578962;600167;14,96;407,36;0;5,8594;6,6406;87;89;60;61;471029;485080;12,213;407,54;0;5,0781;5,0781;83;84;57;55;470183;484836;12,89;407,49;0;5,0781;5,8594;85;85;56;59;579416;600075;14,593;407,4;0;7,4219;6,6406;87;88;59;60;470151;486406;14,217;407,45;0;5,8594;5,8594;88;90;59;58;638,115;638,225;1653,19;36,07
15.10.2024;09:42:36;1598,72;13,7304;407,41;1653,81;0;0;36,07;46,2484;19,26;8027831;1,875;0,4831;-3,0346;469821;485978;14,415;407,48;0;5,0781;5,8594;89;91;58;56;579158;600325;14,976;407,23;0;5,8594;6,6406;86;89;60;56;471189;485248;12,413;407,4;0;5,0781;5,0781;84;84;57;57;470228;484890;12,752;407,44;0;5,0781;5,8594;84;85;55;61;579424;599977;14,597;407,43;0;7,4219;6,6406;86;87;60;60;470066;486400;14,254;407,5;0;5,8594;5,8594;88;90;58;60;639,11;639,11;1653,81;36,07
15.10.2024;09:42:37;1597,74;13,722;407,4;1653,99;0;0;36,07;46,2524;19,26;8024980;1,3485;-0,0768;-2,9687;469775;486134;14,276;407,43;0;5,0781;5,8594;88;91;60;61;578983;600332;14,975;407,29;0;5,8594;6,6406;87;88;63;60;471097;485212;12,382;407,45;0;5,0781;5,0781;83;85;58;55;470185;485014;12,781;407,41;0;5,0781;5,8594;85;84;57;57;579492;600122;14,569;407,35;0;7,4219;6,6406;87;88;58;59;470121;486492;14,315;407,43;0;5,8594;5,8594;89;90;56;61;639;639;1653,99;36,07
15.10.2024;09:42:38;1603,8;13,774;407,37;1654,44;0;0;36,07;46,2445;19,26;8049542;2,6327;-0,2144;-2,8094;469826;485961;14,394;407,48;0;5,0781;5,8594;89;91;56;60;578857;600234;15,073;407,37;0;5,8594;6,6406;87;88;58;56;471201;485210;12,42;407,41;0;5,0781;5,0781;84;84;57;56;470333;485073;13,051;407,32;0;5,0781;5,8594;85;85;59;59;579528;600074;14,605;407,36;0;7,4219;6,6406;87;88;59;55;470322;486434;14,321;407,36;0;5,8594;5,8594;88;90;56;58;640,555;640,44;1654,44;36,07
15.10.2024;09:42:39;1595,15;13,6997;407,36;1654,88;0;0;36,07;46,2602;19,26;8019718;2,9216;-0,1301;-2,9211;469814;486079;14,237;407,44;0;5,0781;5,8594;89;91;58;60;579003;600262;15,051;407,31;0;5,8594;6,6406;87;88;58;57;471249;485180;12,166;407,4;0;5,0781;5,0781;83;84;62;57;470308;484925;12,853;407,39;0;5,0781;5,8594;85;86;60;58;579730;600123;14,5;407,27;0;7,4219;6,6406;87;88;57;60;470296;486410;14,155;407,39;0;5,8594;5,8594;89;90;61;55;639,11;639,11;1654,88;36,07
15.10.2024;09:42:40;1589,68;13,6527;407,4;1655,32;0;0;36,07;46,2406;19,26;7984328;2,4978;-0,3079;-2,7427;469789;485970;14,155;407,5;0;5,0781;5,8594;88;91;61;61;578915;600164;15,051;407,37;0;5,8594;6,6406;87;89;59;60;471123;485184;12,242;407,45;0;5,0781;5,0781;83;84;61;58;470314;485142;12,887;407,3;0;5,0781;5,8594;84;85;60;54;579499;600048;14,548;407,38;0;7,4219;6,6406;87;88;58;55;470269;486327;14,141;407,43;0;5,8594;5,8594;88;90;58;60;635,585;635,695;1655,32;36,07
15.10.2024;09:42:41;1594,13;13,691;407,42;1655,76;0;0;36,07;46,2406;19,26;8003093;1,8965;0,1948;-2,6578;469804;486310;14,267;407,35;0;5,0781;5,8594;89;91;58;56;579014;599972;14,907;407,4;0;5,8594;6,6406;87;88;57;61;470841;485090;12,48;407,62;0;5,0781;5,0781;83;85;56;54;470169;485099;12,866;407,38;0;5,0781;5,8594;85;84;57;59;579605;600055;14,559;407,33;0;7,4219;6,6406;86;88;59;58;470230;486324;14,148;407,45;0;5,8594;5,8594;89;90;59;59;637,23;637,12;1655,76;36,07
15.10.2024;09:42:42;1599,87;13,7402;407,4;1656,21;0;0;36,07;46,2445;19,26;8028453;2,7849;-0,1432;-2,8345;469650;486215;14,481;407,46;0;5,0781;5,8594;89;91;56;56;579023;600010;14,892;407,39;0;5,8594;6,6406;87;89;60;57;471223;485202;12,471;407,4;0;5,0781;5,0781;84;84;59;59;470169;485044;13,089;407,41;0;5,0781;5,8594;85;84;58;58;579510;599958;14,463;407,4;0;7,4219;6,6406;86;88;61;57;470074;486607;14,352;407,4;0;5,8594;5,8594;88;90;57;58;639,11;639,11;1656,21;36,07
15.10.2024;09:42:43;1602,24;13,7606;407,41;1656,65;0;0;36,07;46,2367;19,26;8048515;3,5683;-0,0407;-3,3368;469706;486350;14,625;407,37;0;5,0781;5,8594;88;90;57;60;578968;600224;14,934;407,33;0;5,8594;6,6406;87;89;59;61;471049;485082;12,224;407,53;0;5,0781;5,0781;84;84;58;58;470280;484927;12,919;407,4;0;5,0781;5,8594;85;85;57;57;579635;600129;14,51;407,3;0;7,4219;6,6406;87;88;58;58;470256;486276;14,371;407,46;0;5,8594;5,8594;88;89;57;58;640,89;640,89;1656,65;36,07
15.10.2024;09:42:44;1599,77;13,7394;407,4;1657,1;0;0;36,07;46,2328;19,26;8030242;2,3903;0,9613;-2,9696;469882;486176;14,474;407,37;0;5,0781;5,8594;89;91;59;62;578843;600258;15,094;407,37;0;5,8594;6,6406;87;89;62;56;471031;485268;12,441;407,46;0;5,0781;5,0781;83;84;57;60;470247;484972;12,812;407,4;0;5,0781;5,8594;84;85;58;57;579433;600186;14,589;407,35;0;7,4219;6,6406;87;88;58;61;470122;486394;14,208;407,47;0;5,8594;5,8594;89;90;61;57;639,665;639,665;1657,1;36,07
15.10.2024;09:42:45;1605,14;13,7855;407,38;1657,54;0;0;36,07;46,2406;19,26;8059068;1,5477;-0,2841;-2,8527;469784;485979;14,29;407,5;0;5,0781;5,8594;89;90;57;57;578806;600126;15,045;407,43;0;5,8594;6,6406;87;89;61;60;471162;485264;12,436;407,4;0;5,0781;5,0781;83;83;60;54;470357;485044;12,874;407,32;0;5,0781;5,8594;85;84;58;60;579592;600165;14,702;407,3;0;7,4219;6,6406;87;88;57;57;470128;486535;14,314;407,41;0;5,8594;5,8594;88;90;57;57;641,67;641,67;1657,54;36,07
15.10.2024;09:42:46;1601,5;13,7543;407,4;1657,99;0;0;36,07;46,2328;19,26;8040804;2,2255;-0,5648;-2,9246;469805;486276;14,298;407,36;0;5,0781;5,8594;89;91;56;62;578923;600188;15,113;407,36;0;5,8594;6,6406;87;89;62;63;471136;485134;12,313;407,47;0;5,0781;5,0781;84;84;60;56;470212;484999;12,941;407,41;0;5,0781;5,8594;85;85;59;58;579437;600257;14,687;407,33;0;7,4219;6,6406;86;88;63;56;470116;486372;14,333;407,48;0;5,8594;5,8594;89;90;59;56;640,44;640,44;1657,99;36,07
15.10.2024;09:42:47;1603,26;13,7694;407,4;1658,61;0;0;36,07;46,2288;19,26;8050479;1,0981;0,0933;-3,0527;469886;486141;14,361;407,38;0;5,0781;5,8594;89;91;60;58;578946;600229;15,008;407,34;0;5,8594;6,6406;87;88;57;58;471081;485139;12,451;407,49;0;5,0781;5,0781;84;83;58;58;470246;484908;12,799;407,43;0;5,0781;5,8594;86;85;55;59;579556;600163;14,568;407,32;0;7,4219;6,6406;87;88;57;59;470125;486402;14,414;407,47;0;5,8594;5,8594;88;90;55;60;641,335;641,335;1658,61;36,07
15.10.2024;09:42:48;1603;13,7671;407,38;1659,06;0;0;36,07;46,2445;19,26;8044239;2,5303;-0,119;-2,9289;469935;486224;14,451;407,32;0;5,0781;5,8594;89;91;58;56;578734;600256;15,08;407,41;0;5,8594;6,6406;87;89;59;57;471102;485074;12,421;407,51;0;5,0781;5,0781;83;84;56;60;470255;485079;13,022;407,35;0;5,0781;5,8594;86;85;60;56;579586;600092;14,606;407,33;0;7,4219;6,6406;87;87;58;57;470151;486530;14,374;407,4;0;5,8594;5,8594;89;89;58;59;640,665;640,555;1659,06;36,07
15.10.2024;09:42:49;1602,9;13,7662;407,37;1659,5;0;0;36,07;46,2484;19,26;8054504;2,1845;-0,0647;-2,8778;469813;486280;14,263;407,36;0;5,0781;5,8594;88;91;56;56;578986;600194;15,109;407,34;0;5,8594;6,6406;87;89;59;59;470986;485259;12,311;407,48;0;5,0781;5,0781;83;84;56;60;470192;485115;12,915;407,36;0;5,0781;5,8594;85;85;59;57;579635;600187;14,509;407,28;0;7,4219;6,6406;86;88;58;57;470291;486395;14,286;407,4;0;5,8594;5,8594;89;90;62;56;641,67;641,67;1659,5;36,07
15.10.2024;09:42:50;1603,61;13,7724;407,4;1659,95;0;0;36,07;46,2563;19,26;8048515;2,1097;0,2103;-2,5756;469760;486209;14,34;407,41;0;5,0781;5,8594;88;91;57;57;578928;600035;15,031;407,41;0;5,8594;6,6406;87;88;60;60;471058;485385;12,57;407,4;0;5,0781;5,0781;84;84;62;58;470253;484949;13,055;407,41;0;5,0781;5,8594;85;85;60;58;579657;600166;14,539;407,28;0;7,4219;6,6406;87;89;61;57;470135;486288;14,259;407,51;0;5,8594;5,8594;89;90;57;58;640,775;640,775;1659,95;36,07
15.10.2024;09:42:51;1600,14;13,7426;407,43;1660,39;0;0;36,07;46,2406;19,26;8039088;1,5287;0,7219;-2,6622;469801;486145;14,366;407,42;0;5,0781;5,8594;88;91;57;58;579033;600076;14,866;407,36;0;5,8594;6,6406;87;89;59;61;470963;485224;12,624;407,51;0;5,0781;5,0781;84;84;56;58;470039;484760;12,864;407,59;0;5,0781;5,8594;85;86;57;57;579705;600022;14,496;407,31;0;7,4219;6,6406;86;88;58;58;470219;486450;14,196;407,4;0;5,8594;5,8594;88;90;58;57;640,44;640,44;1660,39;36,07
15.10.2024;09:42:52;1594,58;13,6949;407,39;1660,84;0;0;36,07;46,2328;19,26;8008358;2,6741;0,2312;-3,0164;469938;486241;14,351;407,32;0;5,0781;5,8594;89;90;58;56;578811;600197;15,005;407,4;0;5,8594;6,6406;87;88;60;60;471471;485055;12,256;407,35;0;5,0781;5,0781;83;83;58;58;470256;484804;12,795;407,47;0;5,0781;5,8594;85;86;59;56;579551;600163;14,538;407,32;0;7,4219;6,6406;87;88;59;61;470204;486166;14,183;407,53;0;5,8594;5,8594;88;90;60;60;638,115;638,115;1660,84;36,07
15.10.2024;09:42:53;1586,78;13,6279;407,38;1661,28;0;0;36,07;46,2484;19,26;7969151;3,0542;-0,1473;-2,9627;469826;486019;14,183;407,45;0;5,0781;5,8594;88;91;57;56;578874;600115;15,089;407,4;0;5,8594;6,6406;86;89;60;57;471297;485311;12,073;407,32;0;5,0781;5,0781;84;84;61;56;470185;484893;12,777;407,46;0;5,0781;5,8594;84;84;60;61;579602;600075;14,541;407,33;0;7,4219;6,6406;87;89;58;60;470255;486470;14,088;407,38;0;5,8594;5,8594;88;90;57;60;635,035;635,035;1661,28;36,07
15.10.2024;09:42:54;1595,31;13,7011;407,42;1661,72;0;0;36,07;46,2563;19,26;8003893;1,4114;0,1149;-2,8839;469631;486038;14,307;407,54;0;5,0781;5,8594;88;90;56;58;578863;600320;15,061;407,34;0;5,8594;6,6406;87;89;59;59;471079;485214;12,453;407,46;0;5,0781;5,0781;84;85;55;60;470163;484897;12,852;407,47;0;5,0781;5,8594;85;85;60;60;579429;600217;14,593;407,34;0;7,4219;6,6406;86;87;59;59;470212;486436;14,328;407,41;0;5,8594;5,8594;88;89;58;59;636,9;636,9;1661,72;36,07
15.10.2024;09:42:55;1601,08;13,7506;407,41;1661,9;0;0;36,07;46,2602;19,26;8034154;1,9296;0,1911;-2,8925;469727;486060;14,375;407,49;0;5,0781;5,8594;88;91;56;57;578924;600296;15,124;407,33;0;5,8594;6,6406;87;88;59;58;471029;485207;12,447;407,49;0;5,0781;5,0781;83;84;59;61;470170;484861;12,882;407,48;0;5,0781;5,8594;85;84;54;58;579493;600295;14,69;407,29;0;7,4219;6,6406;87;88;60;57;470205;486478;14,294;407,4;0;5,8594;5,8594;89;89;58;59;639,22;639,22;1661,9;36,07
15.10.2024;09:42:56;1604,44;13,7795;407,35;1662,34;0;0;36,07;46,2445;19,26;8063802;1,7261;-0,3538;-2,8284;469851;486246;14,255;407,35;0;5,0781;5,8594;89;91;56;55;578905;600100;15,032;407,4;0;5,8594;6,6406;87;89;60;56;471219;485306;12,392;407,36;0;5,0781;5,0781;83;83;57;58;470297;485093;12,855;407,33;0;5,0781;5,8594;87;84;59;58;579551;600178;14,714;407,31;0;7,4219;6,6406;87;88;60;59;470327;486416;14,258;407,37;0;5,8594;5,8594;88;90;56;57;641,89;641,89;1662,34;36,07
15.10.2024;09:42:57;1597,35;13,7186;407,35;1662,79;0;0;36,07;46,2328;19,26;8022788;2,4426;-0,1392;-2,4509;470139;486176;14,179;407,25;0;5,0781;5,8594;89;90;56;59;579015;600124;14,996;407,35;0;5,8594;6,6406;87;88;56;57;471226;485296;12,44;407,36;0;5,0781;5,0781;84;83;59;56;470073;485033;12,998;407,45;0;5,0781;5,8594;85;85;58;54;579426;600045;14,586;407,4;0;7,4219;6,6406;87;88;57;57;470387;486452;14,089;407,33;0;5,8594;5,8594;88;90;60;58;639,11;639,11;1662,79;36,07
15.10.2024;09:42:58;1595,46;13,7024;407,37;1663,23;0;0;36,07;46,2406;19,26;8008723;1,3917;-0,9287;-2,6189;470066;486150;14,113;407,3;0;5,0781;5,8594;89;91;58;56;578792;600171;14,968;407,42;0;5,8594;6,6406;86;89;60;56;471067;485373;12,415;407,4;0;5,0781;5,0781;84;85;57;54;470389;484919;12,988;407,36;0;5,0781;5,8594;86;84;59;59;579632;600152;14,583;407,29;0;7,4219;6,6406;86;87;59;59;470190;486350;14,314;407,46;0;5,8594;5,8594;88;90;60;60;638,005;638,115;1663,23;36,07
15.10.2024;09:42:59;1595,05;13,6989;407,37;1663,67;0;0;36,07;46,2367;19,26;8011424;2,5368;0,4338;-2,5366;470006;486114;14,199;407,34;0;5,0781;5,8594;89;91;58;61;579006;600134;15,076;407,35;0;5,8594;6,6406;87;88;59;58;471227;485205;12,399;407,4;0;5,0781;5,0781;83;84;59;57;470192;485140;12,923;407,35;0;5,0781;5,8594;85;83;56;56;579587;599957;14,519;407,37;0;7,4219;6,6406;86;88;57;57;470193;486289;14,052;407,48;0;5,8594;5,8594;89;90;60;57;638,115;638,115;1663,67;36,07
15.10.2024;09:43:00;1591,21;13,6659;407,41;1664,12;0;0;36,07;46,2406;19,26;7991147;2,8675;-0,6866;-2,6284;469709;486069;14,169;407,49;0;5,0781;5,8594;89;91;57;59;579007;600134;14,925;407,35;0;5,8594;6,6406;86;88;61;59;471201;485219;12,273;407,4;0;5,0781;5,0781;83;84;57;56;470064;484889;12,987;407,52;0;5,0781;5,8594;85;84;55;58;579602;600063;14,54;407,33;0;7,4219;6,6406;87;88;59;60;470276;486330;14,126;407,43;0;5,8594;5,8594;87;89;57;57;636,68;636,68;1664,12;36,07
15.10.2024;09:43:01;1593,38;13,6845;407,38;1664,56;0;0;36,07;46,2445;19,26;7998343;2,352;0,8468;-2,7011;469975;486272;14,351;407,29;0;5,0781;5,8594;89;90;60;58;578900;600058;14,972;407,42;0;5,8594;6,6406;86;89;60;56;471121;485248;12,479;407,43;0;5,0781;5,0781;83;84;56;61;470415;484961;12,847;407,33;0;5,0781;5,8594;85;84;60;60;579493;600096;14,51;407,36;0;7,4219;6,6406;87;88;58;57;470174;486389;14,094;407,45;0;5,8594;5,8594;88;90;54;58;636,9;636,9;1664,56;36,07
15.10.2024;09:43:02;1596,77;13,7136;407,41;1665,18;0;0;36,07;46,2445;19,26;8019134;3,5036;-0,9033;-2,5236;469765;486091;14,271;407,46;0;5,0781;5,8594;89;91;56;58;578946;599949;14,846;407,44;0;5,8594;6,6406;86;89;59;59;471171;485370;12,351;407,35;0;5,0781;5,0781;84;84;56;55;470277;484806;13,085;407,46;0;5,0781;5,8594;85;85;60;55;579481;600121;14,682;407,36;0;7,4219;6,6406;86;88;59;60;470169;486419;14,079;407,44;0;5,8594;5,8594;89;89;57;56;638,555;638,555;1665,18;36,07
